bigram,log_odds_ratio
less half,-0.5617
like every,-0.5617
little disappointed,-0.5617
local grocery,-0.5617
maybe would,-0.5617
new feature,-0.5617
north carolina,-0.5617
open package,-0.5617
pictures show,-0.5617
reviews decided,-0.5617
school one,-0.5617
start using,-0.5617
throughout story,-0.5617
time purchased,-0.5617
time replace,-0.5617
took place,-0.5617
weeks use,-0.5617
would kind,-0.5617
year first,-0.5617
credit card,-0.5596
new ones,-0.5550
one issue,-0.5499
prime day,-0.5499
tap water,-0.5499
buy amazon,-0.5472
like old,-0.5344
water filter,-0.5344
half way,-0.5340
security system,-0.5340
whole book,-0.5340
almost never,-0.5335
almost weeks,-0.5335
already knew,-0.5335
amazon last,-0.5335
another friend,-0.5335
arrived day,-0.5335
back took,-0.5335
back would,-0.5335
bad news,-0.5335
big time,-0.5335
blink app,-0.5335
bluetooth speaker,-0.5335
book see,-0.5335
cannot believe,-0.5335
card said,-0.5335
could done,-0.5335
customer care,-0.5335
dead ants,-0.5335
electronic devices,-0.5335
even book,-0.5335
even dark,-0.5335
even took,-0.5335
exact opposite,-0.5335
felt rushed,-0.5335
finished could,-0.5335
first two,-0.5335
full refund,-0.5335
get access,-0.5335
get feel,-0.5335
get first,-0.5335
get help,-0.5335
getting much,-0.5335
google home,-0.5335
got house,-0.5335
got much,-0.5335
great everything,-0.5335
hour trying,-0.5335
issues even,-0.5335
keurig machine,-0.5335
kindle read,-0.5335
know actually,-0.5335
large amount,-0.5335
lid leak,-0.5335
like also,-0.5335
like part,-0.5335
loud noise,-0.5335
make things,-0.5335
maybe get,-0.5335
maybe got,-0.5335
mean really,-0.5335
never gone,-0.5335
old woman,-0.5335
one needed,-0.5335
ordered different,-0.5335
part time,-0.5335
people actually,-0.5335
product love,-0.5335
put first,-0.5335
received package,-0.5335
rom com,-0.5335
said earlier,-0.5335
said something,-0.5335
see getting,-0.5335
see product,-0.5335
see works,-0.5335
sending new,-0.5335
set also,-0.5335
several minutes,-0.5335
short lived,-0.5335
size got,-0.5335
small face,-0.5335
small speaker,-0.5335
sound much,-0.5335
southern california,-0.5335
stop working,-0.5335
stuck together,-0.5335
subject matter,-0.5335
support team,-0.5335
take look,-0.5335
threw away,-0.5335
tik tok,-0.5335
times better,-0.5335
times never,-0.5335
took another,-0.5335
took longer,-0.5335
two men,-0.5335
understand reviews,-0.5335
update months,-0.5335
used love,-0.5335
used using,-0.5335
using book,-0.5335
vet said,-0.5335
well book,-0.5335
white cord,-0.5335
wiper blade,-0.5335
work tried,-0.5335
would thought,-0.5335
year ordered,-0.5335
year year,-0.5335
saw reviews,-0.5275
would never,-0.5222
first issue,-0.5209
third party,-0.5209
allergic reaction,-0.5126
back box,-0.5126
book makes,-0.5126
good day,-0.5126
might well,-0.5126
ordered amazon,-0.5126
ring cameras,-0.5126
say least,-0.5126
serial number,-0.5126
spoiler alert,-0.5126
week later,-0.5126
work much,-0.5126
would send,-0.5126
trying get,-0.5083
get started,-0.5041
never write,-0.5041
take back,-0.5041
writing style,-0.5041
get new,-0.4837
followed instructions,-0.4834
money get,-0.4828
purchase another,-0.4828
way around,-0.4828
would let,-0.4828
actually work,-0.4825
amazon device,-0.4825
book must,-0.4825
could even,-0.4825
decided make,-0.4825
feel bad,-0.4825
filter water,-0.4825
laundry room,-0.4825
never received,-0.4825
suction cup,-0.4825
took two,-0.4825
try make,-0.4825
want want,-0.4825
wifi connection,-0.4825
would seem,-0.4825
able stop,-0.4822
able talk,-0.4822
acrylic nails,-0.4822
ago never,-0.4822
alexa devices,-0.4822
allow air,-0.4822
almost nothing,-0.4822
already downloaded,-0.4822
already started,-0.4822
already tell,-0.4822
also said,-0.4822
also taste,-0.4822
amazon able,-0.4822
amazon bag,-0.4822
amazon basic,-0.4822
amazon dot,-0.4822
amazon need,-0.4822
amazon return,-0.4822
android devices,-0.4822
anyone love,-0.4822
area around,-0.4822
around long,-0.4822
around month,-0.4822
asked alexa,-0.4822
assuming would,-0.4822
attached pictures,-0.4822
bad one,-0.4822
bag full,-0.4822
bar code,-0.4822
based experience,-0.4822
behind products,-0.4822
believe many,-0.4822
believe someone,-0.4822
better cheaper,-0.4822
better options,-0.4822
blood pressure,-0.4822
blow dryer,-0.4822
book positive,-0.4822
book use,-0.4822
books amazon,-0.4822
bottle months,-0.4822
bottles past,-0.4822
bottom box,-0.4822
bought along,-0.4822
bought back,-0.4822
bought bottle,-0.4822
bought camera,-0.4822
bought would,-0.4822
box first,-0.4822
box many,-0.4822
box quality,-0.4822
brake pads,-0.4822
brita filter,-0.4822
brush hair,-0.4822
buy digital,-0.4822
camera really,-0.4822
cannot used,-0.4822
card came,-0.4822
card number,-0.4822
case new,-0.4822
center story,-0.4822
characters make,-0.4822
cheap way,-0.4822
clearly opened,-0.4822
comes along,-0.4822
coming age,-0.4822
coming someone,-0.4822
company product,-0.4822
company sent,-0.4822
completely understand,-0.4822
connect phone,-0.4822
continue live,-0.4822
could order,-0.4822
could save,-0.4822
daily deal,-0.4822
darker color,-0.4822
day felt,-0.4822
day hours,-0.4822
days gone,-0.4822
days realized,-0.4822
deal since,-0.4822
decades ago,-0.4822
deep enough,-0.4822
difficult remove,-0.4822
done everything,-0.4822
doorbell app,-0.4822
dot gen,-0.4822
dreams time,-0.4822
drink straw,-0.4822
drives crazy,-0.4822
due health,-0.4822
either one,-0.4822
entire body,-0.4822
entire house,-0.4822
environmentally friendly,-0.4822
even bought,-0.4822
even find,-0.4822
even give,-0.4822
even going,-0.4822
even would,-0.4822
ever found,-0.4822
extension cords,-0.4822
extremely expensive,-0.4822
extremely small,-0.4822
fall back,-0.4822
finally came,-0.4822
fine however,-0.4822
fine tried,-0.4822
first package,-0.4822
first want,-0.4822
fly traps,-0.4822
foam topper,-0.4822
following instructions,-0.4822
form factor,-0.4822
foul language,-0.4822
free etc,-0.4822
full length,-0.4822
game one,-0.4822
get amazon,-0.4822
get brand,-0.4822
get comfortable,-0.4822
get effect,-0.4822
get either,-0.4822
get gen,-0.4822
get item,-0.4822
get level,-0.4822
get magazine,-0.4822
get ready,-0.4822
get ring,-0.4822
get someone,-0.4822
get things,-0.4822
getting hot,-0.4822
give star,-0.4822
going able,-0.4822
going want,-0.4822
good night,-0.4822
good right,-0.4822
got big,-0.4822
got really,-0.4822
great cost,-0.4822
great got,-0.4822
great ordered,-0.4822
great recommend,-0.4822
great taste,-0.4822
help determine,-0.4822
help one,-0.4822
high low,-0.4822
honest company,-0.4822
hope never,-0.4822
husband started,-0.4822
idea people,-0.4822
installed correctly,-0.4822
instructions follow,-0.4822
issues get,-0.4822
issues never,-0.4822
jordan peterson,-0.4822
kids time,-0.4822
kids want,-0.4822
know bad,-0.4822
know look,-0.4822
later came,-0.4822
least get,-0.4822
least give,-0.4822
least well,-0.4822
less one,-0.4822
let anyone,-0.4822
let others,-0.4822
let people,-0.4822
like feet,-0.4822
like let,-0.4822
like oem,-0.4822
little black,-0.4822
little blue,-0.4822
live age,-0.4822
long gone,-0.4822
look around,-0.4822
looking different,-0.4822
lots good,-0.4822
love know,-0.4822
made dog,-0.4822
made purchase,-0.4822
make hard,-0.4822
makes think,-0.4822
making see,-0.4822
manual says,-0.4822
many good,-0.4822
many star,-0.4822
matte finish,-0.4822
matter minutes,-0.4822
maybe read,-0.4822
message one,-0.4822
minutes start,-0.4822
minutes started,-0.4822
money looking,-0.4822
month even,-0.4822
mounted outside,-0.4822
much trouble,-0.4822
music even,-0.4822
music got,-0.4822
muy buena,-0.4822
need change,-0.4822
need wait,-0.4822
never bothered,-0.4822
never expected,-0.4822
new package,-0.4822
new sheets,-0.4822
nice look,-0.4822
nine year,-0.4822
notifications phone,-0.4822
old used,-0.4822
one area,-0.4822
one arrived,-0.4822
one dog,-0.4822
one dogs,-0.4822
one drive,-0.4822
one leave,-0.4822
one minor,-0.4822
one shot,-0.4822
one tried,-0.4822
one woman,-0.4822
opened packs,-0.4822
order could,-0.4822
order use,-0.4822
ordered son,-0.4822
pampers baby,-0.4822
part new,-0.4822
people upset,-0.4822
perfectly one,-0.4822
pest control,-0.4822
phone different,-0.4822
photo one,-0.4822
photo see,-0.4822
photos show,-0.4822
picked one,-0.4822
plain simple,-0.4822
please careful,-0.4822
plugs smart,-0.4822
posting review,-0.4822
probably better,-0.4822
problem since,-0.4822
problem solving,-0.4822
product bad,-0.4822
product however,-0.4822
product may,-0.4822
purchase get,-0.4822
purchase nice,-0.4822
purchase option,-0.4822
put bottle,-0.4822
put name,-0.4822
put several,-0.4822
quality bought,-0.4822
quality paper,-0.4822
quality writing,-0.4822
quick review,-0.4822
quite frankly,-0.4822
rarely ever,-0.4822
rating one,-0.4822
reading would,-0.4822
rear view,-0.4822
recommend cable,-0.4822
regular pampers,-0.4822
replaced old,-0.4822
review however,-0.4822
review new,-0.4822
review really,-0.4822
review star,-0.4822
review update,-0.4822
review written,-0.4822
reviews feel,-0.4822
reviews negative,-0.4822
room house,-0.4822
running hours,-0.4822
said one,-0.4822
screen larger,-0.4822
see anyone,-0.4822
see new,-0.4822
see second,-0.4822
seem able,-0.4822
send old,-0.4822
service got,-0.4822
set bought,-0.4822
set instructions,-0.4822
set super,-0.4822
several things,-0.4822
share experience,-0.4822
side effect,-0.4822
sincere appreciation,-0.4822
size would,-0.4822
small house,-0.4822
someone front,-0.4822
something happened,-0.4822
son well,-0.4822
soon feel,-0.4822
sound dolby,-0.4822
sounded great,-0.4822
star product,-0.4822
stick cams,-0.4822
stick three,-0.4822
still intact,-0.4822
stop giving,-0.4822
story even,-0.4822
streaming devices,-0.4822
stress enough,-0.4822
subscription would,-0.4822
summer year,-0.4822
sun shade,-0.4822
surprise worked,-0.4822
switched back,-0.4822
take action,-0.4822
thick case,-0.4822
thing think,-0.4822
thing time,-0.4822
things seemed,-0.4822
think amazon,-0.4822
third movie,-0.4822
three separate,-0.4822
time bed,-0.4822
time finally,-0.4822
time hands,-0.4822
time hours,-0.4822
time install,-0.4822
time makes,-0.4822
time period,-0.4822
time working,-0.4822
times many,-0.4822
times would,-0.4822
today opened,-0.4822
trash bag,-0.4822
try see,-0.4822
turn one,-0.4822
two flavors,-0.4822
upon time,-0.4822
use decided,-0.4822
use dots,-0.4822
use got,-0.4822
use happy,-0.4822
use hose,-0.4822
use power,-0.4822
use size,-0.4822
use toddler,-0.4822
use voice,-0.4822
used bought,-0.4822
used last,-0.4822
using ring,-0.4822
using usb,-0.4822
usually one,-0.4822
usually write,-0.4822
view mirror,-0.4822
voice commands,-0.4822
want continue,-0.4822
want hear,-0.4822
want like,-0.4822
want run,-0.4822
wanted needed,-0.4822
wash sample,-0.4822
way actually,-0.4822
way give,-0.4822
way past,-0.4822
ways use,-0.4822
wearing masks,-0.4822
web browser,-0.4822
well night,-0.4822
well though,-0.4822
went way,-0.4822
wiper blades,-0.4822
without fail,-0.4822
work intended,-0.4822
work overall,-0.4822
working really,-0.4822
world would,-0.4822
would connect,-0.4822
would enjoy,-0.4822
would fine,-0.4822
would made,-0.4822
would save,-0.4822
year wanted,-0.4822
yet find,-0.4822
young man,-0.4822
sure enough,-0.4674
ring doorbell,-0.4665
followed directions,-0.4627
main characters,-0.4627
hours later,-0.4601
would give,-0.4595
worked fine,-0.4553
bring back,-0.4546
cardboard box,-0.4546
extra money,-0.4546
half size,-0.4546
one week,-0.4546
product ever,-0.4546
tasted like,-0.4546
tried using,-0.4546
within hour,-0.4546
available amazon,-0.4483
one work,-0.4483
going back,-0.4444
would like,-0.4436
star review,-0.4374
filtered water,-0.4370
new device,-0.4370
next week,-0.4370
opened box,-0.4370
would rather,-0.4370
able provide,-0.4365
action flick,-0.4365
actual product,-0.4365
actually get,-0.4365
actually put,-0.4365
age appropriate,-0.4365
another pack,-0.4365
arrived today,-0.4365
attached photo,-0.4365
avid reader,-0.4365
back days,-0.4365
back order,-0.4365
bad review,-0.4365
believe eyes,-0.4365
birth control,-0.4365
book recommended,-0.4365
bought many,-0.4365
came amazon,-0.4365
charging port,-0.4365
compared one,-0.4365
compared previous,-0.4365
contacted seller,-0.4365
day going,-0.4365
days without,-0.4365
dog food,-0.4365
especially considering,-0.4365
everything get,-0.4365
excellent book,-0.4365
first glance,-0.4365
first order,-0.4365
gets worse,-0.4365
good story,-0.4365
good use,-0.4365
great things,-0.4365
great works,-0.4365
hardly ever,-0.4365
know happened,-0.4365
know made,-0.4365
know read,-0.4365
lid straw,-0.4365
life short,-0.4365
link kasa,-0.4365
local storage,-0.4365
plain old,-0.4365
previous gen,-0.4365
product company,-0.4365
purchased year,-0.4365
rarely write,-0.4365
read story,-0.4365
really see,-0.4365
research found,-0.4365
reviewer said,-0.4365
ring customer,-0.4365
see something,-0.4365
sitting around,-0.4365
suggest buying,-0.4365
time seems,-0.4365
time writing,-0.4365
took days,-0.4365
trying put,-0.4365
use first,-0.4365
wait minutes,-0.4365
wall mount,-0.4365
way well,-0.4365
well guess,-0.4365
years great,-0.4365
main character,-0.4313
never got,-0.4289
character development,-0.4249
made mistake,-0.4249
one month,-0.4249
price really,-0.4249
write reviews,-0.4212
echo dot,-0.4171
make sense,-0.4160
apple store,-0.4155
back place,-0.4155
came right,-0.4155
day time,-0.4155
even tried,-0.4155
get full,-0.4155
last much,-0.4155
like real,-0.4155
main reason,-0.4155
need something,-0.4155
one device,-0.4155
one ever,-0.4155
plastic container,-0.4155
products like,-0.4155
quite long,-0.4155
remote control,-0.4155
review first,-0.4155
say alexa,-0.4155
see get,-0.4155
start working,-0.4155
subscription amazon,-0.4155
time trying,-0.4155
trying make,-0.4155
view camera,-0.4155
way describe,-0.4155
work either,-0.4155
worked flawlessly,-0.4155
would stay,-0.4155
nothing like,-0.4093
anyone else,-0.4040
far enough,-0.4034
like cheap,-0.4034
like normal,-0.4034
takes seconds,-0.4034
years always,-0.4034
star reviews,-0.4018
first part,-0.3955
hit miss,-0.3955
minutes later,-0.3955
never heard,-0.3955
decided purchase,-0.3900
left right,-0.3900
people say,-0.3900
see photos,-0.3860
many people,-0.3715
wish could,-0.3583
customer support,-0.3581
original review,-0.3581
amazon account,-0.3579
could tell,-0.3579
another reviewer,-0.3578
based reviews,-0.3578
would think,-0.3578
almost years,-0.3577
going try,-0.3577
must buy,-0.3577
back amazon,-0.3576
every minute,-0.3576
like even,-0.3576
recently bought,-0.3576
several days,-0.3576
sold amazon,-0.3576
used buy,-0.3576
back seat,-0.3574
bottled water,-0.3574
getting good,-0.3574
going make,-0.3574
got way,-0.3574
great idea,-0.3574
like always,-0.3574
like light,-0.3574
makes look,-0.3574
non stop,-0.3574
one problem,-0.3574
one set,-0.3574
part book,-0.3574
period time,-0.3574
product came,-0.3574
purchase new,-0.3574
see would,-0.3574
something better,-0.3574
two separate,-0.3574
would liked,-0.3574
would perfect,-0.3574
young age,-0.3574
able download,-0.3573
able open,-0.3573
ask alexa,-0.3573
back card,-0.3573
books like,-0.3573
buy products,-0.3573
car seat,-0.3573
even got,-0.3573
even tho,-0.3573
face mask,-0.3573
feels good,-0.3573
filter installed,-0.3573
find many,-0.3573
first minutes,-0.3573
flavored water,-0.3573
funny thing,-0.3573
going see,-0.3573
good stuff,-0.3573
great magazine,-0.3573
great new,-0.3573
happy results,-0.3573
honestly know,-0.3573
like everything,-0.3573
long distance,-0.3573
looking one,-0.3573
love great,-0.3573
loved everything,-0.3573
made amazon,-0.3573
made even,-0.3573
money buying,-0.3573
money time,-0.3573
need work,-0.3573
never bought,-0.3573
never read,-0.3573
new amazon,-0.3573
new camera,-0.3573
photo shows,-0.3573
please read,-0.3573
product arrived,-0.3573
real simple,-0.3573
reviews see,-0.3573
right would,-0.3573
short story,-0.3573
soapy water,-0.3573
somewhere else,-0.3573
stop using,-0.3573
taking care,-0.3573
time goes,-0.3573
watch live,-0.3573
water good,-0.3573
whole time,-0.3573
work even,-0.3573
work good,-0.3573
xbox live,-0.3573
years recently,-0.3573
able make,-0.3572
access point,-0.3572
alexa echo,-0.3572
already broken,-0.3572
already put,-0.3572
amazon offered,-0.3572
another year,-0.3572
ants coming,-0.3572
around hours,-0.3572
around kitchen,-0.3572
back bought,-0.3572
back gift,-0.3572
back let,-0.3572
back pain,-0.3572
bad bad,-0.3572
beach read,-0.3572
behind product,-0.3572
better also,-0.3572
better take,-0.3572
black hole,-0.3572
bottle like,-0.3572
bought old,-0.3572
bought store,-0.3572
box store,-0.3572
bright blue,-0.3572
buena calidad,-0.3572
buy recommend,-0.3572
buy update,-0.3572
buying years,-0.3572
camera connect,-0.3572
camera could,-0.3572
camera work,-0.3572
case screen,-0.3572
change name,-0.3572
cheap flimsy,-0.3572
clean dry,-0.3572
click button,-0.3572
coffee pods,-0.3572
come apart,-0.3572
company made,-0.3572
could read,-0.3572
could sleep,-0.3572
could wear,-0.3572
crawling around,-0.3572
description says,-0.3572
detects motion,-0.3572
devices use,-0.3572
digital code,-0.3572
done book,-0.3572
download app,-0.3572
download apps,-0.3572
download speeds,-0.3572
easily find,-0.3572
end way,-0.3572
even come,-0.3572
even less,-0.3572
even slightly,-0.3572
even work,-0.3572
ever ever,-0.3572
every hours,-0.3572
every room,-0.3572
exactly way,-0.3572
fact one,-0.3572
falling love,-0.3572
